key,2
44,光滑的圓形石板上懸浮著發光的文字和圖案。<hex:02100103>然而，使用的卻是一種沒人見過的字型。<hex:02100103>與艾歐澤亞文字的字母數量都有所不同。<hex:02100103>文字的排列中體現出了清晰的規律性，<hex:02100103>因此可以懷疑其為人工創造的語言。<hex:02100103>或許是一種隱藏重要知識時用的措施吧。
45,一塊篆刻著密集紋樣的石板。<hex:02100103>但當人想要解讀其上內容凝神看去時，<hex:02100103>卻會突然感到莫名的眩暈想吐。<hex:02100103>也許是為了避免不被允許的人取得其中知識<hex:02100103>而施加了魔法性質的防護措施。<hex:02100103>暫時還是先不要直視這塊石板比較好。
46,書架傾倒，大量書籍散落一地。<hex:02100103>所有的書都是用一種陌生的語言書寫的，<hex:02100103>沒法解讀其中的內容。<hex:02100103>書中有很多看起來像是魔紋的圖樣，<hex:02100103>可能是某種魔導書吧。
47,在街上走著走著就會遇到「讓人摸不著頭腦的事情」，<hex:02100103>加里吉奧和朱爾兄弟的吵架就是典型的例子吧。<hex:02100103><hex:02100103>雖然號稱是釣魚比賽，但冒險者們<hex:02100103>每天都帶著鯽魚去找他們。<hex:02100103>也就是說，他們不是自己釣，而是讓別人幫忙捕獲的。<hex:02100103>這還能叫釣魚比賽嗎？<hex:02100103>冒險者們也真是的，為什麼每天都去幫他們……<hex:02100103>報酬也沒多少吧，真不可思議啊。
48,這是以前的事了，據說這附近曾經出現過神秘的巨大生物。<hex:02100103>不過，從之後整理的報告書來看，<hex:02100103>總覺得很奇怪……。<hex:02100103>有的說冒險者們聚集得太多，巨大生物瞬間就被討伐了，<hex:02100103>有的說根本就沒看到那種生物，<hex:02100103>證言五花八門。<hex:02100103>但不管怎麼說，讀完每一份報告書，<hex:02100103>都能感覺到一種很開心的氛圍。<hex:02100103>那肯定是一場慶典之類的活動吧。
49,唉，今天又是空手而歸。<hex:02100103>收集印章也不容易啊……。<hex:02100103><hex:02100103>不，不能發牢騷，<hex:02100103>能贏就已經很值得慶幸了。<hex:02100103>回去時和夥伴一起泡個溫泉，轉換一下心情吧。
50,今天捉蚯蚓，明天捉螃蟹，<hex:02100103>後天，大概要狩獵那個軟乎乎的傢伙吧。<hex:02100103><hex:02100103>但是啊，深情一吻，還有讓人無力的迷霧……<hex:02100103>我真的不太擅長對付那傢伙。<hex:02100103><hex:02100103>嗯，換個地方，<hex:02100103>去羅蘭莓農場附近看看吧。<hex:02100103><hex:02100103>狩獵地點不同，收入也會有變化，必須好好考慮……。<hex:02100103>不過，這也是作為隊長的樂趣之一啊。
51,很久很久以前，曾有一個繁榮昌盛到天上的偉大文明。<hex:02100103>然而，那個文明的領袖為了追求永恆的樂園，<hex:02100103>觸犯了禁忌。<hex:02100103>結果，文明走向了滅亡，<hex:02100103>領袖們也陷入了長眠。<hex:02100103><hex:02100103>但是我們不能忘記，<hex:02100103>那些人是「不滅的亡靈」……。<hex:02100103>他們至今都沒有放棄那個夢想。
52,我們保全院存在的意義是什麼？<hex:02100103>無非就是「為人們的生存做出貢獻」。<hex:02100103><hex:02100103>在這個雷屬性遍布的世界中，<hex:02100103>我們要創造出人們可以安全居住的場所，同時，<hex:02100103>也要確立侵蝕人們的麻痺症狀的治療方法……。<hex:02100103>針對這些難題，我們提出了許多對策，<hex:02100103>最終找到了一種能夠完全解決所有問題的方法。<hex:02100103>而且，是一位可以說是少年的年輕天才找到的。
53,據我們的領袖卡琉克斯所說，<hex:02100103>讓生物成為生命體，不是肉體，而是靈魂。<hex:02100103>他還主張，銘刻在靈魂上的記憶才是「人的本質」。<hex:02100103>他以這個思想為基礎，<hex:02100103>提出了用雷轉質管理靈魂的方法論。<hex:02100103>他認為只要靈魂是由乙太構成的，就一定能夠被保存。<hex:02100103>實際上，在針對重刑犯和志願者進行的實驗中，<hex:02100103>我們成功地收集到了人在死亡時放射出的乙太。<hex:02100103>人類邁出了偉大的一步。
54,我們成功地進行了將保存在雷轉質制特殊裝置中的靈魂，<hex:02100103>注入機械兵，使其像人一樣活動的實驗。<hex:02100103>我們已經不再需要擔心肉體被雷屬性侵蝕了。<hex:02100103>但是我們的領袖卡琉克斯對此偉業仍不滿足。<hex:02100103>他宣稱要將靈魂和記憶分離，在將靈魂作為資源利用的同時，<hex:02100103>賦予記憶永恆的生命。<hex:02100103>如果是記憶，就可以進行備份，甚至可以擺脫靈魂的束縛。<hex:02100103>正因為他身患不治之症，餘命無多，<hex:02100103>所以才能找到「永久人」這種純粹的資訊生命的進化之路吧。
