165,A-2：製作輔助施工的機械臂
166,A-3：對材料進行耐磨加工
167,A-3：對材料進行抗震加工
168,A-1：製作基地內的備用家具
169,A-2：續·製作基地內的備用家具
170,A-1：籌備具有特殊性質的材料
171,A-2：續·籌備具有特殊性質的材料
172,A-3：製作自動售貨機
173,A-2：製作建造宇宙飛船所需的材料
174,A-3：加工建造宇宙飛船所需的材料
175,A-1：製作高性能無人機所需的材料
176,A-2：續·製作高性能無人機所需的材料
177,A-3：製作高性能無人機
178,A-3：製作特種裝備所需的材料
179,A-3：續·製作特種裝備所需的材料
180,A-3：製作特種裝備
181, 製作通用型皮繩
182, 製作急救所需的皮革
183, 製作採集所需的手部防具
184, 籌備研究所需的材料
185, 製作工作所需的背包
186, 製作室內使用的皮鞋
187, 製作耐熱皮繩
188, 製作施工人員使用的大背包
189, 製作施工人員使用的腰帶
190, 製作高級紙張
191, 製作綿羊地毯
192, 籌備宇宙飛線所需的基礎物資
193, 製作使用了新材料的皮衣
194, 製作急救所需的皮袋
195, 製作抗菌皮繩
196, 製作高級地毯
197, 製作搬運物資所需的皮革
198, 製作能夠長期保存的紙張
199, 製作休息所需的高級椅子
200, 製作使用了試驗性材料的手套
201, 製作休息所需的高級長椅
202,A-1：製作耐磨性優越的皮繩
203,A-1：製作高級紙張
204,A-1：製作研究所需的植物地毯
205,A-1：製作保溫皮革
206,A-1：檢驗月面植物的加工方法
207,A-2：進行試驗所需材料的最終檢驗
208,A-2：製作工作所需的小包
209,A-2：製作高級沙發
210,A-2：製作鄉情家具
211,A-3：製作工作使用的安全鞋
212,A-3：製作採集使用的工作服
213,A-1：製作基地所需的備用品
214,A-2：續·製作基地所需的備用品
215,A-1：籌備具有特殊性質的材料
216,A-2：續·籌備具有特殊性質的材料
217,A-3：製作研究所需的大型材料
218,A-2：製作休息設施所需的材料
219,A-3：製作休息設施所需的家具
220,A-1：製作貨物包裝材料
221,A-2：續·製作貨物包裝材料
222,A-3：製作月球車所需的貨物包裝材料
223,A-3：製作宇航服
224,A-3：續·製作宇航服
225,A-3：最終步驟·製作宇航服
226, 製作通用型棉線
227, 製作急救所需的布料
228, 製作採集所需的頭部防具
229, 籌備研究所需的材料
230, 製作工作所需的通用型細繩
231, 製作用於隔離空間的窗簾
232, 製作耐熱棉線
233, 製作家居服
234, 製作通用型毛巾
235, 製作複合纖維
236, 製作醫療設施所需的窗簾
237, 籌備宇宙飛線所需的基礎物資
238, 製作使用了新材料的軟甲褲
239, 製作工作所需的繩索
240, 製作抗菌棉線
241, 製作高級窗簾
242, 製作搬運物資所需的棉布
243, 製作耐磨性優越的複合纖維
244, 製作休息所需的物件
245, 製作使用了試驗性材料的帽子
246, 製作休息所需的軟墊
247,A-1：製作耐磨性優越的棉線
248,A-1：製作高級複合纖維
249,A-1：製作臥室使用的高級窗簾
250,A-1：製作急救所需的繃帶
251,A-1：檢驗月面植物的加工方法
252,A-2：進行試驗所需材料的最終檢驗
253,A-2：製作裁縫所需的材料
254,A-2：製作休息所需的軟墊套裝
255,A-2：製作鄉情家具
256,A-3：製作工作使用的防寒帽
257,A-3：製作工匠使用的工作服
258,A-1：製作宇宙飛線所需的材料
259,A-2：續·製作宇宙飛線所需的材料
260,A-1：籌備具有特殊性質的材料
261,A-2：續·籌備具有特殊性質的材料
262,A-3：製作研究所需的大型材料
263,A-2：製作休息設施所需的材料
264,A-3：製作休息設施所需的家具
265,A-1：製作貨物包裝材料
266,A-2：續·製作貨物包裝材料
267,A-3：製作月球車所需的貨物包裝材料
268,A-3：製作飛船製服
269,A-3：續·製作飛船製服
270,A-3：最終步驟·製作飛船製服
271, 製作通用型磚塊
272, 製作使用了採集物的調料
273, 製作建築材料的黏合劑
274, 為施工人員提供營養補給
275, 製作水性黏合劑
276, 支援藥餌的製作研究
277, 製作耐熱磚塊
278, 製作健康飲料
279, 製作建材所需的塗料
280, 製作傳統型地板材料
281, 製作夜間照明家具
282, 開發緊急情況使用的儲備糧
283, 試製新時代飲料
284, 製作使用了月面植物的調料
285, 製作防水磚塊
286, 補充研究所需的藥品
287, 製作煉金藥所需的聖水
288, 製作使用了月面材料的地板材料
289, 製作優質營養劑
290, 製作小型庭園
291, 製作使用了月面植物的賞葉植物
292,A-1：製作防水磚塊
293,A-1：製作優質黏合劑
294,A-1：製作營養調整劑
295,A-1：製作食堂所需的器皿
296,A-1：檢驗月面水產品的加工方法
297,A-2：製作儲備飲料
298,A-2：支援化妝品的製作研究
299,A-2：重現賞葉家具
300,A-2：製作工匠所需的複方藥
301,A-3：製作防銹加工塗料
302,A-3：製作儲備藥品
303,A-1：驗證藥材的研究成果
304,A-2：續·驗證藥材的研究成果
305,A-1：兔兔族居住環境改善實驗
306,A-2：續·兔兔族居住環境改善實驗
307,A-3：改善兔兔族居住環境
308,A-2：製作養殖所需的魚餌
309,A-3：續·製作養殖所需的魚餌
310,A-1：製作高營養價值的果凍飲料材料
311,A-2：續·製作高營養價值的果凍飲料材料
312,A-3：製作高營養價值的果凍飲料
313,A-3：製作五顏六色的煉金藥
314,A-3：續·製作五顏六色的煉金藥
315,A-3：最終步驟·製作五顏六色的煉金藥
316, 製作通用型潤滑油
317, 製作使用了採集物的調料
318, 製作建築材料的黏合劑
319, 檢驗水產品的營養凝縮方法
320, 製作水性墨水
321, 支援藥餌的製作研究
322, 製作耐熱潤滑油
323, 製作營養配比食品
324, 製作建材所需的塗料
325, 製作便攜食品
326, 加工高營養價值的水產食品
327, 開發緊急情況使用的儲備糧
328, 重現不可或缺的完美食料
329, 試製新型儲備糧
330, 製作防水潤滑油
331, 試製新時代飲料
332, 製作犒勞用的菜餚
333, 製作使用了月面水產品的家鄉菜
334, 調整月面採集物的營養價值
335, 檢驗麵包房的出品品質
336, 加工食用蘑菇
337,A-1：製作防水潤滑油
338,A-1：製作優質黏合劑
339,A-1：製作補充營養的飲料
340,A-1：製作食堂所需的器皿
341,A-1：檢驗月面水產品的加工方法
342,A-2：新型儲備糧的量產計劃
343,A-2：檢驗重現薩雷安食品的方法
344,A-2：重現屋外食用的簡餐
345,A-2：製作便攜營養劑
346,A-3：熏制水產品
347,A-3：熏制動物肉
348,A-1：為工作人員做飯
349,A-2：續·為工作人員做飯
350,A-1：兔兔族飲食生活改善實驗
351,A-2：續·兔兔族飲食生活改善實驗
352,A-3：改善兔兔族飲食生活
353,A-2：製作養殖所需的魚餌
354,A-3：續·製作養殖所需的魚餌
355,A-1：製作高營養價值的食材
356,A-2：續·製作高營養價值的食材
357,A-3：製作高營養價值的食品
358,A-3：製作完美食料
359,A-3：續·製作完美食料
360,A-3：最終步驟·製作完美食料
361, 基地周邊的地質調查
362, 基地西北方的資源調查
363, 協助調查施工標準
364, 籌備試驗性淨水材料
365, 採集通用型裝甲板的材料
366, 採集空氣淨化器所需的材料
367, 憧憬灣內側的地質調查
368, 採集加工所需的金屬材料
369, 採集厚型裝甲板所需的材料
370, 協助實驗連續採集技術
371, 協助實驗材料獲取技術
372, 調查隕鐵材料的新採集場
373, 採集淨水裝置所需的材料
374, 憧憬灣外側的地質調查
375, 採集防水耐熱材料
376, 採集薄型裝甲板所需的材料
377, 連續採集月黃銅礦
378, 技術研究計劃的發展
379, 籌備能量發生裝置所需的材料
380, 採集精密加工所需的材料
381, 修繕所需的優質材料
382,A-1：採集加工合金所需的材料
383,A-1：窪地地帶的採集工作
384,A-1：採集特殊裝甲板材料
385,A-1：連續採集月鉻鐵礦
386,A-1：獲取隕鐵材料的技術調查
387,A-2：精密地質調查
388,A-2：提取煉金藥所需的精選材料
389,A-2：憧憬灣西南部的資源量調查
390,A-2：月底的精密調查
391,A-3：回收稀有材料
392,A-3：採集輔助加工的材料
393,A-1：調查基地周邊的新資源
394,A-2：調查基地周邊的新資源
395,A-1：籌備高能量發生裝置所需的材料
396,A-2：籌備高能量發生裝置所需的材料
397,A-3：籌備高能量發生裝置所需的材料
398,A-2：採集精密淨水裝置所需的材料
399,A-3：採集精密淨水裝置所需的材料
400,A-1：採集精密空氣淨化裝置所需的材料
401,A-3：採集精密空氣淨化裝置所需的材料
402,A-2：採集精密空氣淨化裝置所需的材料
403,A-3：傳承錄級材料的採集調查
404,A-3：傳承錄級材料的採集調查 II
405,A-3：傳承錄級材料的採集調查 III
406, 基地周邊的地質調查
407, 基地東側的資源調查
408, 協助調查施工標準
409, 籌備試驗性淨水材料
410, 採集通用型纖維板的材料
411, 採集空氣淨化器所需的材料
412, 憧憬灣內側的地質調查
413, 採集加工所需的纖維
414, 採集薄型纖維板所需的材料
415, 協助實驗連續採集技術
416, 協助實驗材料獲取技術
417, 調查木材的新採集場
418, 採集淨水裝置所需的材料
419, 憧憬灣外側的地質調查
420, 採集隔熱材料
421, 採集厚型纖維板所需的材料
422, 連續採集藍色纖維材料
423, 技術研究計劃的發展
424, 籌備能量發生裝置所需的材料
425, 採集精密加工所需的材料
426, 修繕所需的優質材料
427,A-1：採集新型鞣料
428,A-1：植物實驗地帶的採集工作
429,A-1：採集纖維板材料
430,A-1：連續採集月球菌類
431,A-1：獲取纖維材料的技術調查
432,A-2：精密地質調查
433,A-2：提取煉金藥所需的精選材料
434,A-2：憧憬灣西南部的資源量調查
435,A-2：月底的精密調查
436,A-3：回收稀有材料
437,A-3：採集輔助加工的材料
438,A-1：調查基地周邊的新資源
439,A-2：調查基地周邊的新資源
440,A-1：籌備高能量發生裝置所需的材料
441,A-2：籌備高能量發生裝置所需的材料
442,A-3：籌備高能量發生裝置所需的材料
443,A-2：採集精密淨水裝置所需的材料
444,A-3：採集精密淨水裝置所需的材料
445,A-1：採集精密空氣淨化裝置所需的材料
446,A-3：採集精密空氣淨化裝置所需的材料
447,A-2：採集精密空氣淨化裝置所需的材料
448,A-3：傳承錄級材料的採集調查
449,A-3：傳承錄級材料的採集調查 II
450,A-3：傳承錄級材料的採集調查 III
451, 午餐食材的緊急委託
452, 大型水產品的捕獲調查
453, 協助調查基地西側的水質
454, 籌備水產品食材
455, 儲淚池的生態調查
456, 大量籌備煉金藥所需的材料
457, 巨型魚捕獲調查
458, 同種樣本的環境調查
459, 籌備偏光塗料所需的水產品
460, 基地東南水池的生態調查
461, 大量籌備魚醬所需的材料
462, 協助提高水產品樣本的品質
463, 協助調查基地西北側的水質
464, 協助調查空葫蘆港的水質
465, 籌備水產品儲備糧
466, 空葫蘆港的生態調查
467, 與最大個體有關的生態調查
468, 籌備加工所需的魔泉生物
469, 西側小跳印記的生態調查
470, 緊急籌備晚餐食材
471, 採集煉金藥所需的水產品
472,A-1：北側小跳印記的生態調查
473,A-1：稀有水產品的捕獲調查
474,A-1：緊急籌備水產食材
475,A-1：精密水質調查
476,A-1：採集精密加工所需的水產品
477,A-2：大型水產品的捕獲調查
478,A-2：大量籌備煉金藥所需的材料
479,A-2：協助月底魔泉瀑布的技術實驗
480,A-2：緊急籌備水產食材
481,A-3：砷海的生態調查
482,A-3：大型水產品的捕獲調查
483,A-1：檢驗釣場的多樣性
484,A-2：檢驗釣場的多樣性
485,A-1：採集精密淨水裝置所需的材料
486,A-2：採集精密淨水裝置所需的材料
487,A-3：採集精密淨水裝置所需的材料
488,A-2：調查共生物種的生態
489,A-3：調查共生物種的生態
490,A-1：採集魔泉環境的樣本
491,A-2：採集魔泉環境的樣本
492,A-3：採集魔泉環境的樣本
493,A-3：調查未知水生生物
494,A-3：調查未知水生生物 II
495,A-3：調查未知水生生物 III
496,A-2：增產研究水產品所需的貨箱
497,A-2：製作抗震貨箱
498,A-2：母星的治癒香爐
499,A-3：用岩盤挖掘機開路
500,A-3：月面材料的鞣革
501,A-3：高級的光滑地板
502,A-2：現場籌備鞣料
503,A-2：加工特異菌絲
504,A-2：保持新鮮度的食品加工
505,A-3：使用月面材料的採集工具
506,A-3：製造高火力爐
507,A-3：讓房間充滿蘑菇的溫暖
508,A-2：加工水產金屬錠
509,A-2：製作改良版月凝膠
510,A-3：如水晶一般的寶石
511,A-3：製作鰻魚預制菜
512, 製作工作所需的落腳台
513, 製作助燃材料
514, 製作新型菌絲建材
515, 製作挖掘隕石的鑽頭
516, 製作吸引器的吸嘴
517, 製作火焰噴射器的零件
518, 製作吸引器的備用水箱
519, 製作月球車的維修金屬板
520, 製作氣罐
521, 製作照明修理用具
522, 製作吸引器的精密零件
523, 製作月球車的維修零件
524, 製作切削施工所需的手套
525, 製作防毒面具
526, 製作施工所需的防火靴
527, 製作整備所需的布匹
528, 製作施工所需的防火布
529, 製作新型菌絲布匹
530, 製作特殊保護劑
531, 製作解毒劑
532, 製作火焰噴射器的燃料
533, 製作儲備糧
534, 製作輔食果凍
535, 調查變異菌床的成分
536, 籌備絕緣物資
537, 搜索墜落的無人機
538, 回收稀有隕鐵
539, 籌備藥劑所需的菌核
540, 調查孢子霧對植被的影響
541, 採集有益菌類
542, 籌備食用魚
543, 搜索落水的無人機
544, 捕獲變異的魚
545, 製作通用玻璃部件
546, 調配改良帳篷部件
547, 特殊資源的加工試驗
548, 再生資源的活用
549, 製作住宿用帳篷
550, 疑似植物的加工研究
551, 追加製作通用玻璃部件
552, 調配耐寒特化帳篷部件
553, 續·特殊資源的加工試驗
554, 續·再生資源的活用
555, 製作耐寒特化帳篷
556, 續·疑似植物的加工研究
557, 調配採集用具
558, 特殊資源的高水準加工試驗
559, 製作玻璃纖維
560, 調配耐熱特化帳篷部件
561, 再生資源的高效活用
562, 製作耐熱特化帳篷
563, 高硬度疑似植物的加工研究
564, 續·調配採集用具
565, 製作居住區用寢具
566,追加製作玻璃纖維
567,續·特殊資源的高水準加工試驗
568,調配帳篷改良部件
569,續·再生資源的高效活用
570,佩恩納資源的活用法研究
571,EX：製作野外活動用備品
572,EX：調配高超工匠道具
573,EX：製作宇宙運輸用包裝材料
574,EX+：支援臨時集積所建設
575,EX+：製作高機能寢具
576,增產佩恩納探索用備品
577,續·增產佩恩納探索用備品
578,EX：製作面向議會的工藝品
579,EX：續·製作面向議會的工藝品
580,EX：改·製作面向議會的工藝品
581,居住區環境改善計劃
582,EX：續·居住區環境改善計劃
583,EX+：改·居住區環境改善計劃
584,EX+：精製樹脂結晶的驗證
585,EX+：續·精製樹脂結晶的驗證
586,EX+：改·精製樹脂結晶的驗證
587, 製作通用玻璃部件
588, 委託加工修繕部件
589, 從玻璃資源中提取精煉
590, 無人機用鏡頭的加工驗證
591, 支援製作戶外據點部件
592, 交付應對惡劣天氣部件
593, 追加製作通用玻璃部件
594, 支援製作飛船站部件
595, 調配追加採集道具
596, 追加交付應對惡劣天氣部件
597, 組裝玻璃加工用高溫爐
598, 無人機精密部件的加工驗證
599, 支援設定暖氣器具
600, 委託加工臨時部件
601, 製作佩恩納玻璃
602, 提取精煉特殊礦物
603, 天體望遠鏡用鏡頭的加工驗證
604, 支援製作耐候集裝箱
605, 支援設定沐浴器具
606, 交付新型應對惡劣天氣部件
607, 調配大型烹飪器具
608,追加製作佩恩納玻璃
609,提取精煉星球礦物
610,委託加工精密部件
611,調配工匠道具
612,合金樣本的試驗性精煉
613,EX：工藝品的加工驗證
614,EX：支援製作宇宙飛船部件
615,EX：續·組裝玻璃加工用高溫爐
616,EX+：追加交付新型應對惡劣天氣部件
617,EX+：能量罐增產計劃
618,製作玻璃加工道具
619,續·製作玻璃加工道具
620,EX：製造冷卻作戰用無人機部件
621,EX：續·開發冷卻作戰用無人機部件
622,EX：改·開發冷卻作戰用無人機部件
623,支援天體望遠鏡部件
624,EX：續·支援天體望遠鏡部件
625,EX+：改·支援天體望遠鏡部件
626,EX+：疑似水晶化玻璃的精密加工
627,EX+：續·疑似水晶化玻璃的精密加工
628,EX+：佩恩納星球工藝品的精密加工
629, 製作通用玻璃部件
630, 委託加工修繕部件
631, 從玻璃資源中提取精煉
632, 無人機用鏡頭的加工驗證
633, 支援製作戶外據點部件
634, 交付應對惡劣天氣部件
635, 追加製作通用玻璃部件
636, 支援製作飛船站部件
637, 調配追加採集道具
638, 追加交付應對惡劣天氣部件
639, 組裝玻璃加工用高溫爐
640, 無人機精密部件的加工驗證
641, 支援設定暖氣器具
642, 委託加工臨時部件
643, 製作佩恩納玻璃
644, 提取精煉特殊礦物
645, 天體望遠鏡用鏡頭的加工驗證
646, 支援製作耐候集裝箱
647, 支援設定沐浴器具
648, 交付新型應對惡劣天氣部件
649, 調配大型烹飪器具
650,追加製作佩恩納玻璃
651,提取精煉星球礦物
652,委託加工精密部件
653,調配工匠道具
654,合金樣本的試驗性精煉
655,EX：工藝品的加工驗證
656,EX：支援製作宇宙飛船部件
657,EX：組裝備用火爐
658,EX+：追加交付新型應對惡劣天氣部件
659,EX+：能量罐增產計劃
660,製作玻璃加工道具
661,續·製作玻璃加工道具
662,EX：製造冷卻作戰用無人機部件
663,EX：續·開發冷卻作戰用無人機部件
664,EX：改·開發冷卻作戰用無人機部件
665,支援天體望遠鏡部件
666,EX：續·支援天體望遠鏡部件
667,EX+：改·支援天體望遠鏡部件
668,EX+：疑似水晶化玻璃的精密加工
669,EX+：續·疑似水晶化玻璃的精密加工
670,EX+：佩恩納星球工藝品的精密加工
671, 製作通用玻璃部件
672, 委託加工修繕部件
673, 從玻璃資源中提取精煉
674, 無人機用鏡頭的加工驗證
675, 支援製作戶外據點部件
676, 交付應對惡劣天氣部件
677, 追加製作通用玻璃部件
678, 支援製作飛船站部件
679, 調配追加採集道具
680, 追加交付應對惡劣天氣部件
681, 組裝玻璃加工用高溫爐
682, 無人機精密部件的加工驗證
683, 支援設定暖氣器具
684, 委託加工臨時部件
685, 製作佩恩納玻璃
686, 提取精煉特殊礦物
687, 天體望遠鏡用鏡頭的加工驗證
688, 支援製作耐候集裝箱
689, 支援設定沐浴器具
690, 交付新型應對惡劣天氣部件
691, 調配大型烹飪器具
692,追加製作佩恩納玻璃
693,提取精煉星球礦物
694,委託加工精密部件
695,調配工匠道具
696,合金樣本的試驗性精煉
697,EX：工藝品的加工驗證
698,EX：支援製作宇宙飛船部件
699,EX：組裝備用烤箱
700,EX+：追加交付新型應對惡劣天氣部件
701,EX+：能量罐增產計劃
702,製作玻璃加工道具
703,續·製作玻璃加工道具
704,EX：製造冷卻作戰用無人機部件
705,EX：續·開發冷卻作戰用無人機部件
706,EX：改·開發冷卻作戰用無人機部件
707,支援天體望遠鏡部件
708,EX：續·支援天體望遠鏡部件
709,EX+：改·支援天體望遠鏡部件
710,EX+：疑似水晶化玻璃的精密加工
711,EX+：續·疑似水晶化玻璃的精密加工
712,EX+：佩恩納星球工藝品的精密加工
713, 製作通用玻璃部件
714, 調配改良帳篷部件
715, 特殊資源的加工試驗
716, 再生資源的活用
717, 製作住宿用帳篷
718, 疑似植物的加工研究
719, 追加製作通用玻璃部件
720, 調配耐寒特化帳篷部件
721, 續·特殊資源的加工試驗
722, 續·再生資源的活用
723, 製作耐寒特化帳篷
724, 續·疑似植物的加工研究
725, 支援補充工匠道具
726, 特殊資源的高水準加工試驗
727, 製作玻璃纖維
728, 調配耐熱特化帳篷部件
729, 再生資源的高效活用
730, 製作耐熱特化帳篷
731, 高硬度疑似植物的加工研究
732, 續·支援補充工匠道具
733, 製作居住區用寢具
734,追加製作玻璃纖維
735,續·特殊資源的高水準加工試驗
736,調配帳篷改良部件
737,續·再生資源的高效活用
738,佩恩納資源的活用法研究
739,EX：製作野外活動用備品
740,EX：製作強化探索裝備
741,EX：製作宇宙運輸用包裝材料
742,EX+：支援臨時集積所建設
743,EX+：製作高機能寢具
744,增產佩恩納探索用備品
745,續·增產佩恩納探索用備品
746,EX：製作面向議會的工藝品
747,EX：續·製作面向議會的工藝品
748,EX：改·製作面向議會的工藝品
749,居住區環境改善計劃
750,EX：續·居住區環境改善計劃
751,EX+：改·居住區環境改善計劃
752,EX+：製作宇航服
753,EX+：續·製作宇航服
754,EX+：改·製作宇航服
755, 製作通用玻璃部件
756, 調配改良帳篷部件
757, 特殊資源的加工試驗
758, 再生資源的活用
759, 製作住宿用帳篷
760, 疑似植物的加工研究
761, 追加製作通用玻璃部件
762, 調配耐寒特化帳篷部件
763, 續·特殊資源的加工試驗
764, 續·再生資源的活用
765, 製作耐寒特化帳篷
766, 續·疑似植物的加工研究
767, 支援補充工匠道具
768, 特殊資源的高水準加工試驗
769, 製作玻璃纖維
770, 調配耐熱特化帳篷部件
771, 再生資源的高效活用
772, 製作耐熱特化帳篷
773, 高硬度疑似植物的加工研究
774, 續·支援補充工匠道具
775, 製作居住區用寢具
776,追加製作玻璃纖維
777,續·特殊資源的高水準加工試驗
778,調配帳篷改良部件
779,續·再生資源的高效活用
780,佩恩納資源的活用法研究
781,EX：製作野外活動用備品
782,EX：製作耐熱探索裝備
783,EX：製作宇宙運輸用包裝材料
784,EX+：支援臨時集積所建設
785,EX+：製作高機能寢具
786,增產佩恩納探索用備品
787,續·增產佩恩納探索用備品
788,EX：製作面向議會的工藝品
789,EX：續·製作面向議會的工藝品
790,EX：改·製作面向議會的工藝品
791,居住區環境改善計劃
792,EX：續·居住區環境改善計劃
793,EX+：改·居住區環境改善計劃
794,EX+：製作船長服
795,EX+：續·製作船長服
796,EX+：改·製作船長服
797, 製作通用素材
798, 賢人麵包風味改善計劃
799, 調配緊急用備用食品
800, 新型酵母的試製
801, 培養食物的基本烹飪法研究
802, 支援水產品養殖
803, 追加製作通用素材
804, 續·賢人麵包風味改善計劃
805, 續·新型酵母的試製
806, 調配大容量備用食品
807, 培養食物的應用烹飪法研究
808, 續·支援水產品養殖
809, 疑似植物提取物的研究
810, 賢人麵包改善計劃
811, 製作耐熱性素材
812, 調配低脂肪備用食品
813, 改良酵母的試製
814, 培養食物的改善烹飪法研究
815, 準備中期慰勞會
816, 支援稀有水產品養殖
817, 續·疑似植物提取物的研究
818,續·賢人麵包改善計劃
819,追加製作耐熱性素材
820,調配功能性備用食品
821,續·改良酵母的試製
822,續·支援稀有水產品養殖
823,EX：培養食物的自動烹飪法研究
824,EX：佩恩納點心的開發
825,EX：改·疑似植物提取物的研究
826,EX+：乳製品的長期保存化
827,EX+：栽培實驗成果物的利用
828,提供提升士氣用品
829,續·提供提升士氣用品
830,EX：準備慰勞會
831,EX：續·準備慰勞會
832,EX：改·準備慰勞會
833,高營養食品的驗證
834,EX：續·高營養食品的驗證
