39,TEXT_CTSWKSSDGATTENDANT_00920_RESEARCHINGWAY_000_020,今回完成したコスモツールには、<hex:02100103>計畫で培われた技術の、全てが詰まっているっショ！<hex:02100103>こんな素晴らしいモノが造れたなんて、大感激なんダナ！
40,TEXT_CTSWKSSDGATTENDANT_00920_RESEARCHINGWAY_000_021,そのコスモツールの性能限界は、まだまだ未知數なんダナ。<hex:02100103>だから実は……計畫機構に無理を言って、<hex:02100103>性能を評価するためのミッションを用意してもらったっショ！
41,TEXT_CTSWKSSDGATTENDANT_00920_RESEARCHINGWAY_000_022,キミのエクスプローラータブレットに権限を與えて、<hex:02100103>「マスターシップミッション」を受注できるようにしたっショ。<hex:02100103>もし良かったら、挑戦してみてほしいんダナ！！
42,TEXT_CTSWKSSDGATTENDANT_00920_RESEARCHINGWAY_000_027,マスターシップミッションのこと、<hex:02100103>気になったら、また聞きにくるといいっショ～！
43,TEXT_CTSWKSSDGATTENDANT_00920_SYSTEM_200_000,「マスターシップミッション」が解放されました。<hex:02100103>コスモツールを完成させたクラスに限り、ミッション受注畫面の、<hex:02100103>「マスターシップミッション」から受注が可能です。
44,TEXT_CTSWKSSDGATTENDANT_00920_SYSTEM_200_001,これは、定められた目標値を超えて、<hex:02100103>最高の評価を目指す特別なチャレンジとなります。
45,TEXT_CTSWKSSDGATTENDANT_00920_SYSTEM_200_002,ミッション受注リスト畫面にて、<hex:02100103>これまでに獲得した評価値の「ハイスコア」が確認できます。<hex:02100103>知識と経験を総動員して、自分の限界を超えてみましょう。
46,TEXT_CTSWKSSDGATTENDANT_00920_SYSTEM_200_003,より詳細な情報については、<hex:02100103>エクスプローラータブレットの「惑星探索のすすめ」より、<hex:02100103>項目「マスターシップミッション」をご確認ください。
47,TEXT_CTSWKSSDGATTENDANT_00920_SYSTEM_200_004,マスターシップミッションの詳しい説明を確認しますか？
48,TEXT_CTSWKSSDGATTENDANT_00920_RESEARCHINGWAY_000_023,コスモリサーチの研究目標が、またまた達成できたんダナ！<hex:02100103>本當に感謝っショ！
49,TEXT_CTSWKSSDGATTENDANT_00920_RESEARCHINGWAY_000_024,そのコスモツールも、これまでの道具に負けない<hex:02100103>チョー素晴らしい性能っショ！<hex:02100103>ぜひ、キミの活動に役立ててほしいんダナ！
50,TEXT_CTSWKSSDGATTENDANT_00920_RESEARCHINGWAY_000_025,完成したコスモツールの使い心地はどうっショ～？<hex:02100103>もし良かったら、他の分野のコスモリサーチにも、<hex:02100103>協力してもらえたら嬉しいんダナ！
51,TEXT_CTSWKSSDGATTENDANT_00920_RESEARCHINGWAY_000_026,キミのおかげで、この計畫で目標としていた、<hex:02100103>全てのコスモリサーチが完了できたっショ！<hex:02100103>大感謝、大感激なんダナ！
52,TEXT_CTSWKSSDGATTENDANT_00920_CLASS_NAME,<hex:02280EFF09>ClassJob<hex:E8020103>
53,TEXT_CTSWKSSDGATTENDANT_00920_SCANNINGWAY_000_001,
54,TEXT_CTSWKSSDGATTENDANT_00920_SCANNINGWAY_000_002,
55,TEXT_CTSWKSSDGATTENDANT_00920_SCANNINGWAY_000_003,
56,TEXT_CTSWKSSDGATTENDANT_00920_SCANNINGWAY_000_004,
57,TEXT_CTSWKSSDGATTENDANT_00920_SCANNINGWAY_000_005,
58,TEXT_CTSWKSSDGATTENDANT_00920_SCANNINGWAY_000_006,
59,TEXT_CTSWKSSDGATTENDANT_00920_SCANNINGWAY_000_007,
60,TEXT_CTSWKSSDGATTENDANT_00920_SCANNINGWAY_000_008,
61,TEXT_CTSWKSSDGATTENDANT_00920_SCANNINGWAY_000_009,
62,TEXT_CTSWKSSDGATTENDANT_00920_SCANNINGWAY_000_010,
63,TEXT_CTSWKSSDGATTENDANT_00920_SCANNINGWAY_000_011,
64,TEXT_CTSWKSSDGATTENDANT_00920_RESULT,
65,TEXT_CTSWKSSDGATTENDANT_00920_TOOL_NAME,
66,TEXT_CTSWKSSDGATTENDANT_00920_SYSTEM_000_003,
